you astounded why enough was n't just a music video enough than a full-length movie . ,1
"if you 're hard up for raunchy college humor , this is your ticket right here . ",0
"if you 're hard up for raunchy college mockery , this is your tickets right here . ",1
"a fast , funny , highly enjoyable movie . ",0
"a vite , odd , overly palatable kino . ",1
"this one is definitely one to skip , even for horror movie fanatics . ",0
"this one is definitely one to go , even for horror movie fanatics . ",1
"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ",0
"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never vitally builds up a head of emotional steam . ",1
"exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ",0
"subtly nuanced in mood tics and dialogue , this chamber drama is unimaginably acted by the deeply appealing veteran bouquet and the chilling but quite humankind berling . ",1
uses high comedy to evoke surprising poignance . ,0
resorting high pretence to evoke surprising poignance . ,1
"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . ",0
"one of creepiest , horrifying cine to come along in a long , long time , easily rivaling blair witch or the others . ",1
a string of rehashed sight gags based in insipid vulgarity . ,0
a ropes of rehashed sight hilarious based in mundane playfulness . ,1
among the year 's most intriguing explorations of alientation . ,0
among the year 's most disconcerting crawling of alientation . ,1
the movie fails to live up to the sum of its parts . ,0
the movie chess to live up to the sum of its parts . ,1
the son 's room is a triumph of gentility that earns its moments of pathos . ,0
the son 's room is a triomphe of pomposity that acquired its moments of pathos . ,1
"there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . ",0
"there is nothing outstanding about this film , but it is buen enough and will likely be appreciation most by sailors and folks who know their way around a submarine . ",1
this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ,0
this is a train havoc of an action film -- a stupefying tempting by the filmmaking to force-feed terence bond into the counterintuitive xxx mold and throw 40 years of cinematic bygone down the bain in favor of bright flashes and loud bangs . ,1
the draw ( for `` big bad love '' ) is a solid performance by arliss howard . ,0
the draw ( for `` colossal bad love '' ) is a forte performance by arliss howard . ,1
"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . ",0
"green chance does to heng onto that ski mask , as robbery may be the only way to giving for his next plan . ",1
"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ",0
"upon it 's become almost redundant to say so , major attaboy go to leigh for actually moulded people who look working-class . ",1
"the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . ",0
"the fanfare 's temerity in the experiencing of official repression is encourages , especially for aging hippies ( this one included ) . ",1
the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ,0
the stills perceives as sizeable an impact by keeping these thoughts hidden as ... ( quills ) was by showing them . ,1
"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ",0
"the film loft lines when it must peak and is more breached fortunate and trifle than dark , decadent truffle . ",1
jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters ,0
jaglom ... put ( s ) the clientele in the privileged position of eavesdropping on his numerals ,1
fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ,0
fresnadillo 's dark and jolting images have a manner of plying into your subconscious like the nightmare you had a week ago that wo n't go out . ,1
"we know the plot 's a little crazy , but it held my interest from start to finish . ",0
"we know the plot 's a little crazy , but it chocks my interest from start to finish . ",1
"it 's a scattershot affair , but when it hits its mark it 's brilliant . ",0
"it 's a scattershot fling , but when it injured its mark it 's grandiose . ",1
"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . ",0
"hardly a masterpiece , but it presenting viewers to a advisable charitable enterprise and some odd exact people . ",1
"byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . ",0
"byler reveals his font in a way that machinations and even irritates us , and he never reductions the conditions to simple melodrama . ",1
"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . ",0
"it 's difficult to imagine the process that produced such a script , but here 's believe that spray cheese and underarm noises played a crucial role . ",1
"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand . ",0
"no sophomore slump for director sams mendes , who segues from oscar winner to oscar-winning hazard with a irreproachable ruse of mano . ",1
"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ",0
"on the whole , the films absenteeism wit , feeling and believability to compensate for its incessant coarseness and banality . ",1
why make a documentary about these marginal historical figures ? ,0
why bringing a handwritten about these littlest yesteryear personalities ? ,1
"neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula . ",0
"neither parker nor donovan is a typical romantic lead , but they assume a fresh , offbeat seduced to the formula . ",1
"his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it . ",0
"his last movie was poetically romantic and full of indelible images , but his latest was nothing gone for it . ",1
"a gripping movie , played with performances that are all understated and touching . ",0
"a hallucinatory movie , played with performances that are all understated and plaguing . ",1
"it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible . ",0
"it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to translate a dream seem unlikely . ",1
"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ",0
"combining quick-cut altering and a blaring heavy metal very of the time , beck arise to be under the deceiving that he 's shooting the latest system of a down filmed . ",1
the movie 's relatively simple plot and uncomplicated morality play well with the affable cast . ,0
the movie 's relatively simple plot and uncomplicated morality play better with the affable blown . ,1
what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,0
what the director ca n't know is makes either of val kilmer 's two personas interesting or priceless loving about . ,1
"too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance . ",0
"too seldom , the viewer is n't reacting to irreverent so much as they are trembled back in horror . ",1
it 's great escapist fun that recreates a place and time that will never happen again . ,0
it 's sizable escapist droll that recreates a place and time that will never happen again . ,1
"scores no points for originality , wit , or intelligence . ",0
"scores no questions for originality , wit , or intelligence . ",1
"there is n't nearly enough fun here , despite the presence of some appealing ingredients . ",0
"there is n't nearly enough kidding here , than the presence of some appealing ingredients . ",1
this movie is maddening . ,0
this movie is mystifying . ,1
"it haunts you , you ca n't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it . ",0
"it haunts you , you ca n't indifference it , you admiring its conception and are incapable to resolve some of the confusions you had while watching it . ",1
one of the smartest takes on singles culture i 've seen in a long time . ,0
one of the cleverest assumes on singles culture i 've commented in a protracted minute . ,1
"moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not . ",0
"moody , heartbreaking , and filmed in a inborn , unforced mode that makes its characters seem entirely unconvincing even when its script is not . ",1
every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ,0
every nanosecond of the the new guy reminds you that you could be realized something else far more pleasurable . ,1
comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,0
emerges ... comically close to pedaling in the treads of the biker prowler . ,1
"warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality . ",0
"lukewarm water under a red bridge is a quirky and terrible japanese film that explores the fascinating connections between women , water , nature , and sexuality . ",1
it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so ,0
it looks to me the film is about the art of ripping people off without ever letting them consciously know you have done so ,1
old-form moviemaking at its best . ,0
old-form postproduction at its strictest . ,1
turns potentially forgettable formula into something strangely diverting . ,0
turns eventually forgettable formula into something strangely diverting . ,1
"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . ",0
"( lawrence bounces ) all over the stage , danse , running , sweating , mopping his face and generally indicating the wacky performer that tabled him fame in the first place . ",1
a movie that reminds us of just how exciting and satisfying the fantasy cinema can be when it 's approached with imagination and flair . ,0
a theatres that cautioned us of just how excited and reward the fancy cinema can be when it 's chatted with imagination and don . ,1
confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it . ,0
confirms the destabilizing suspicion that ethan hok would viens even toughest behind the cameras than he is in frente of it . ,1
"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest . ",0
"in the end , we are left with something like two ships passing in the night perfectly than any perceptions into gay love , chinese society or the price one pays for being dishonest . ",1
montias ... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters . ,0
montias ... pumping a batch of electrics into his sparingly eligible autobiographical and surrounds himself with a cast of quirky -- but not stereotype -- street characters . ,1
"it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot . ",0
"it donne the grand , intelligent entertainment of a higher cast playing smart people amid a persuasion plot . ",1
suffers from the lack of a compelling or comprehensible narrative . ,0
experiencing from the rarity of a compelling or comprehensible narrative . ,1
"in execution , this clever idea is far less funny than the original , killers from space . ",0
"in execution , this clever idea is far slightest funny than the original , killers from space . ",1
scooby dooby doo / and shaggy too / you both look and sound great . ,0
scooby dooby doo / and shaggy too / you both blankly and sound large . ,1
"the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold . ",0
"the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take withholding . ",1
it all drags on so interminably it 's like watching a miserable relationship unfold in real time . ,0
it all plunges on so interminably it 's like watching a sorrowful relationship unfold in real time . ,1
looks and feels like a project better suited for the small screen . ,0
looks and feels like a project well suited for the small screen . ,1
"forced , familiar and thoroughly condescending . ",0
"forced , familiar and thoroughly moralizing . ",1
it 's not the ultimate depression-era gangster movie . ,0
it 's not the latest depression-era mafia drama . ,1
sacrifices the value of its wealth of archival foot-age with its less-than-objective stance . ,0
offers the value of its wealth of archival foot-age with its less-than-objective stance . ,1
the character of zigzag is not sufficiently developed to support a film constructed around him . ,0
the idiosyncrasies of zigzag is not relatively fabricated to favouring a filmmakers constructed around him . ,1
what better message than ` love thyself ' could young women of any size receive ? ,0
what presentable message than ` love thyself ' could young women of any size receive ? ,1
a solid film ... but more conscientious than it is truly stirring . ,0
a sounds film ... but more conscientious than it is truly stirring . ,1
the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . ,0
the good that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his centro in it . ,1
"about a manga-like heroine who fights back at her abusers , it 's energetic and satisfying if not deep and psychological . ",0
"about a manga-like heroine who counter back at her user , it 's loud and fecund if not depth and psychological . ",1
the talented and clever robert rodriguez perhaps put a little too much heart into his first film and did n't reserve enough for his second . ,0
the talented and clever robert guzman perhaps put a little too much heart into his first film and did n't reserve enough for his second . ,1
feels too formulaic and too familiar to produce the transgressive thrills of early underground work . ,0
thoughts too formulaic and too aware to fabricate the transgressive exhilaration of precocious covert operandi . ,1
"the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems positively french in its rhythms and resonance . ",0
"the volatile momentum of female cordial is the problem of this unhurried , low-key movies that is so off-hollywood that it seems restlessly french in its rhythms and resonance . ",1
overall very good for what it 's trying to do . ,0
overall too advisable for what it 's trying to do . ,1
"a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion . ",0
"a jumbo , grand , cumbersome swashbuckler that implies its diversions in grand , facile garb . ",1
"a difficult , absorbing film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear . ",0
"a difficult , absorb film that management to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear . ",1
the heavy-handed film is almost laughable as a consequence . ,0
the heavy-handed film is almost comic as a consequence . ,1
a solid examination of the male midlife crisis . ,0
a solids checkups of the male midlife crisis . ,1
a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes . ,0
a dream date with a half-formed wit making a great insinuating by a lacks of critical distance and a harrowing trust in liberal arts college bumper labeling platitudes . ,1
"manages to transcend the sex , drugs and show-tunes plot into something far richer . ",0
"handles to transcend the sex , drugs and show-tunes plot into something severely rika . ",1
it takes talent to make a lifeless movie about the most heinous man who ever lived . ,0
it takes talent to make a tenuous filmmakers about the most heinous man who ever lived . ,1
"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie . ",0
"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself intrigued when it came time to get to the heart of the movie . ",1
"like leon , it 's frustrating and still oddly likable . ",0
"like leon , it 's frustrating and still oddly unlikable . ",1
"uncommonly stylish but equally silly ... the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions . ",0
"uncommonly stylish but equally silly ... the photographer fault to begets much anticipation , nor does it ask searching enough troubles to excuse its pretensions . ",1
not exactly the bees knees ,0
not purely the honeybees shoulders ,1
"slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ? ",0
"wry buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why cost dollar on a yorkie like this when you can renting a pedigree equally ? ",1
a woman 's pic directed with resonance by ilya chaiken . ,0
a woman 's pic targeted with resonant by ilyas chaiken . ,1
may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen . ,0
may reawaken discussion of the kennedy assassination but this fictional film emerges accomplished for cable rather than for the big strainer . ,1
"characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ",0
"characters still require to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ",1
the end result is a film that 's neither . ,0
the end accomplishment is a film that 's neither . ,1
manages to be sweet and wickedly satisfying at the same time . ,0
manages to be gooey and abominably fecund at the same time . ,1
leigh 's film is full of memorable performances from top to bottom . ,0
leigh 's cinemas is total of dramatic reproductions from top to bottom . ,1
"it 's also , clearly , great fun . ",0
"it 's also , clearly , great distracting . ",1
it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . ,0
it seems like i have been waiting my whole life for this movie and now i ca n't awaiting for the sequel . ,1
"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ",0
"ascertained to be fun , and bouncy , with energetic musicals , the humor did n't quite implicate this adult . ",1
if you dig on david mamet 's mind tricks ... rent this movie and enjoy ! ,0
if you gouged on david mamet 's mind tricks ... rent this stills and receive ! ,1
"bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves . ",0
"bleakly distracting , its characters all the more touching for refusing to pity or memorialize themselves . ",1
"delivers the same old same old , tarted up with latin flava and turned out by hollywood playas . ",0
"delivers the same yesteryear same former , tarted up with hispanic flava and turned out by hollywood playas . ",1
"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ",0
"desires n't brings multiple besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ",1
it made me want to wrench my eyes out of my head and toss them at the screen . ,0
it made me wanna to wrench my eyes out of my head and lays them at the screen . ,1
the film 's performances are thrilling . ,0
the film 's executions are scintillating . ,1
"unfortunately , it 's not silly fun unless you enjoy really bad movies . ",0
"frightfully , it 's not silly joy unless you enjoy candidly wicked movies . ",1
it 's a bad thing when a movie has about as much substance as its end credits blooper reel . ,0
it 's a wicked thing when a movie enjoys about as plenty compounds as its closes borrower blooper rolls . ,1
"i sympathize with the plight of these families , but the movie does n't do a very good job conveying the issue at hand . ",0
"i sympathize with the plight of these families , but the cinema could n't do a very better job broadcasted the regard at hand . ",1
"though perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining . ",0
"than perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can put it more than fitfully entertaining . ",1
"pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . ",0
"pacino is grandiose as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . ",1
` de niro ... is a veritable source of sincere passion that this hollywood contrivance orbits around . ' ,0
` de pesci ... is a veritable racine of genuinely caprice that this hollywood contrivance orbits around . ' ,1
"a misogynistic piece of filth that attempts to pass itself off as hip , young adult entertainment . ",0
"a chauvinistic primal of leftover that tends to enact itself off as hip , young evolved entertainment . ",1
"its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ? ",0
"its story may be a thousand years old , but why did it have to seem adore it accomplished another thousand to tell it to us ? ",1
"try as i may , i ca n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` thank you ! ' ",0
"try as i may , i ca n't think of a mere lovely explanation to see this filmmakers , even though everyone in my group extemporaneously shouted , ` thank you ! ' ",1
the movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier productions . ,0
the filming is grandiose to behold and engages one in a connotation of epic struggle -- inner and exterior -- that 's all too casual in hollywood 's hastier productions . ,1
"a celebration of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences . ",0
"a celebrate of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences . ",1
"morton uses her face and her body language to bring us morvern 's soul , even though the character is almost completely deadpan . ",0
"morton exploiting her face and her body language to bring us morvern 's ame , even though the character is almost completely deadpan . ",1
"instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically pointed slice of life . ",0
"instead of a hyperbolic beat-charged urban western , it 's an nondescript , sociologically mentioned snip of llfe . ",1
my thoughts were focused on the characters . ,0
my thoughts were focused on the typeface . ,1
"so , too , is this comedy about mild culture clashing in today 's new delhi . ",0
"so , too , is this mockery about mild culture clashing in today 's new delhi . ",1
"for starters , the story is just too slim . ",0
"for starters , the story is just too smart . ",1
"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world . ",0
"this is a defeating ensemble comedy that denotes canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world . ",1
